Geneid	Chr	Start	End	Strand	Length	Female.ovary_1Aligned.sortedByCoord.out.bam	Female.ovary_2Aligned.sortedByCoord.out.bam	Female.ovary_3Aligned.sortedByCoord.out.bam	Female.ovary_4Aligned.sortedByCoord.out.bam	Female.ovary_5Aligned.sortedByCoord.out.bam	Female.brain_1Aligned.sortedByCoord.out.bam	Female.brain_2Aligned.sortedByCoord.out.bam	Female.brain_3Aligned.sortedByCoord.out.bam	Female.brain_4Aligned.sortedByCoord.out.bam	Female_embryonic_brain_1Aligned.sortedByCoord.out.bam	Female_embryonic_brain_2Aligned.sortedByCoord.out.bam	Male.testis_1Aligned.sortedByCoord.out.bam	Male.testis_2Aligned.sortedByCoord.out.bam	Male.testis_3Aligned.sortedByCoord.out.bam
droNovLTRL5_LTR 315 507	chrZ	258625	258812	+	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL10_LTR 240 926	chrZ	345925	346608	-	684	0	0	1	0	1	0	0	0	0	0	0	0	0	1
droNovLTR3_LTR 518 673	chrZ	369304	369481	+	178	1	2	0	0	0	0	1	0	0	0	0	1	5	0
droNovLTR3_LTR 938 1054	chrZ	369526	369643	+	118	0	2	0	0	0	1	3	1	2	0	0	3	0	3
TguLTRK7n 1 38	chrZ	496257	496293	-	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lb_droNov_LTR 224 892	chrZ	774494	775191	-	698	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 816 1130	chrZ	991617	991884	+	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-1_StHa-I 6176 6276	chrZ	1052292	1052392	+	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR4.inc 461 667	chrZ	1066392	1066586	-	195	0	0	1	0	1	0	0	0	0	1	0	1	0	2
droNovLTRL2_LTR 869 1311	chrZ	1104778	1105191	-	414	2	3	0	0	0	0	0	0	0	1	0	0	0	0
droNovLTRL5_LTR 205 398	chrZ	1148854	1148930	+	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_LTR 6 420	chrZ	1220377	1220792	+	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 950 1046	chrZ	1433961	1434056	-	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR5_LTR 31 391	chrZ	1434459	1434802	-	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1008 1310	chrZ	1434958	1435250	-	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1 574	chrZ	1435250	1435769	-	520	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHabLTRL5_LTR 1219 1283	chrZ	1622457	1622516	+	60	16	15	5	4	10	3	10	7	4	3	2	11	12	8
droNovLTRL2_LTR 863 1164	chrZ	1654100	1654391	+	292	0	0	0	0	0	0	1	0	0	0	0	0	0	0
droNovLTRL5_LTR 95 426	chrZ	1787494	1787823	+	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 5 511	chrZ	1806400	1806856	+	457	0	0	0	0	0	4	1	0	1	5	0	0	0	0
droNovLTRL1_LTR 40 478	chrZ	1833523	1833998	-	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 670 744	chrZ	1834083	1834157	-	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 626 703	chrZ	1834125	1834209	+	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1046 1237	chrZ	1834359	1834573	+	215	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TguERVL1_I-int 3138 4779	chrZ	1857664	1859265	-	1602	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ERV3-18_PMaj-I 2663 2869	chrZ	1859283	1859489	-	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTRL2b5 288 345	chrZ	1867763	1867820	-	58	22	20	12	4	14	3	14	2	5	0	1	22	14	26
droNovLTRL12b_I 2179 2679	chrZ	2009576	2010083	+	508	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_I 2857 4045	chrZ	2010078	2011282	+	1205	1	4	0	0	0	0	0	2	1	0	0	0	0	0
droNovLTRL2_LTR 868 1318	chrZ	2016750	2017179	+	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 453 719	chrZ	2076258	2076520	-	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 1 103	chrZ	2076521	2076623	+	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 1833 2504	chrZ	2076627	2077303	+	677	0	0	0	0	0	0	0	1	1	0	0	0	0	0
droNovLTRL2_LTR 856 1303	chrZ	2086105	2086531	-	427	0	2	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 2 855	chrZ	2086570	2087343	-	774	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 294 482	chrZ	2182468	2182641	-	174	3	1	1	0	3	4	10	16	19	6	2	5	3	5
droNovLTR5_LTR 451 840	chrZ	2213056	2213454	+	399	0	0	2	0	0	0	0	0	0	0	0	0	0	0
droNovLTR8.inc 4309 4552	chrZ	2261447	2261688	+	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lb_droNov_LTR 223 891	chrZ	2261484	2262184	+	701	0	0	0	0	0	0	0	0	0	1	0	0	0	0
droNovLTRL12c_LTR 3 398	chrZ	2267193	2267588	-	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 1 997	chrZ	2270757	2271756	+	1000	0	0	0	0	0	0	0	0	0	0	0	1	0	0
droNovLTRL12a_I 1111 3898	chrZ	2271750	2274404	+	2655	1	5	1	0	1	0	0	1	1	1	1	0	3	1
droNovLTR2_LTR 107 677	chrZ	2281832	2282356	-	525	0	0	0	0	0	0	0	3	5	0	0	0	0	0
droNovLTRL12a_I 1871 2143	chrZ	2316191	2316464	+	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 2403 4045	chrZ	2316463	2318114	+	1652	0	0	0	0	0	0	0	1	0	0	0	0	0	0
droNovLTRL2_LTR 586 1086	chrZ	2322903	2323132	+	230	0	0	0	1	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1087 1214	chrZ	2323461	2323517	+	57	0	0	0	0	0	0	0	0	1	0	0	0	0	0
droNovLTR3_LTR 567 1054	chrZ	2324481	2324973	-	493	0	0	0	0	0	0	0	0	1	1	0	0	0	0
ERV1-4_Crp-Lb_ptiPar-int 12 753	chrZ	2430982	2431708	-	727	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR5_LTR 4 839	chrZ	2552615	2553440	-	826	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 73 222	chrZ	2572993	2573158	+	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_I 2 1626	chrZ	2884612	2886211	+	1600	0	0	0	0	1	0	0	0	0	0	0	0	0	0
droNovLTRL12b_LTR 349 421	chrZ	2886212	2886284	+	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL10_LTR 849 926	chrZ	2886827	2886901	-	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-La_droNov_LTR 369 890	chrZ	2886899	2887427	-	529	0	0	0	0	0	0	0	0	0	8	18	0	1	0
droNovLTRL10_LTR 719 852	chrZ	2887673	2887806	-	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_LTR 277 420	chrZ	2934017	2934142	+	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_I 2 32	chrZ	2934144	2934174	+	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_I 175 1021	chrZ	2934173	2935014	+	842	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_I 1011 1661	chrZ	2935196	2935856	+	661	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 1612 2892	chrZ	2936080	2937358	+	1279	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-2_StHa-I 4400 4517	chrZ	2938143	2938260	+	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 2446 3198	chrZ	2938381	2939128	+	748	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 3439 3644	chrZ	2939129	2939334	+	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 3873 4045	chrZ	2939329	2939501	+	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_LTR 1 414	chrZ	2950327	2950736	-	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 1 3899	chrZ	2950973	2954921	-	3949	0	0	0	0	0	0	0	0	1	0	0	0	0	0
droNovLTRL12b_I 3708 3766	chrZ	2971672	2971729	-	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 330 437	chrZ	2979428	2979534	+	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 168 721	chrZ	2999786	3000308	+	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 757 993	chrZ	3000426	3000667	+	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 5 862	chrZ	3008532	3009332	+	801	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 734 1006	chrZ	3009352	3009621	-	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL9_LTR 1 160	chrZ	3012856	3013040	-	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR5_LTR 11 840	chrZ	3035454	3036209	-	756	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL10_LTR 82 402	chrZ	3071825	3072145	+	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12c_LTR 3 421	chrZ	3072147	3072564	+	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL10_LTR 400 926	chrZ	3072565	3073138	+	574	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_LTR 181 421	chrZ	3084067	3084309	+	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab5-886.inc 5452 5743	chrZ	3101161	3101450	-	290	2	0	0	0	0	0	0	0	1	0	0	0	0	0
TguERVK4_I-int 5364 5686	chrZ	3102765	3103123	-	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13a_LTR 1 100	chrZ	3144871	3144975	+	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13a_LTR 100 430	chrZ	3145386	3145715	+	330	0	0	0	0	0	0	0	0	0	0	0	0	1	0
droNovLTRL13b_I 1 553	chrZ	3145714	3146245	+	532	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13a_LTR 122 401	chrZ	3161609	3161887	+	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_I 920 1663	chrZ	3175527	3176320	-	794	0	0	0	1	0	0	0	0	0	0	1	0	0	0
droNovLTRK2b_I 788 1118	chrZ	3176318	3176648	+	331	0	0	1	1	0	0	0	0	2	1	1	0	0	0
droNovLTRK2b_I 2078 3420	chrZ	3176640	3177969	+	1330	0	2	0	0	0	0	0	0	0	0	2	0	0	0
droNovLTRL12b_I 2 151	chrZ	3178211	3178356	-	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_LTR 6 420	chrZ	3178359	3178776	-	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHabLTRL6_LTR 3 648	chrZ	3191771	3192387	-	617	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_I 6 299	chrZ	3202260	3202568	+	309	0	0	0	0	0	0	0	1	0	0	0	0	0	0
droNovLTRL12b_I 1075 1369	chrZ	3202567	3202833	+	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_I 2760 3177	chrZ	3202830	3203237	+	408	0	2	0	0	0	0	0	1	0	0	0	0	0	1
droNovLTRL12a_I 2923 3209	chrZ	3203239	3203526	+	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 3508 4045	chrZ	3203526	3204053	+	528	1	2	0	0	1	1	0	0	0	0	0	0	0	0
droNovLTRL10_LTR 303 912	chrZ	3223285	3223887	-	603	0	4	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL10_LTR 1 194	chrZ	3223877	3224120	-	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnnLTRK2a_I 5461 5518	chrZ	3259062	3259119	+	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12c_LTR 311 421	chrZ	3262396	3262506	-	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL3_LTR 366 863	chrZ	3275949	3276457	-	509	0	3	0	0	0	2	0	0	0	0	0	0	3	1
droNovLTR2_LTR 419 621	chrZ	3276457	3276655	+	199	0	0	0	0	0	0	0	0	0	0	0	0	1	0
droNovLTR6.inc 2210 3203	chrZ	3291890	3292888	-	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lb_droNov_LTR 231 568	chrZ	3299673	3300057	-	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 212 578	chrZ	3325852	3326248	+	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR7.inc 217 355	chrZ	3356785	3356922	-	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL10_LTR 205 926	chrZ	3383913	3384640	-	728	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHabLTRL6_LTR 3 111	chrZ	3402672	3402784	-	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12c_LTR 1 386	chrZ	3432154	3432537	-	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR2_LTR 1 601	chrZ	3488750	3489362	-	613	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR5_LTR 3 784	chrZ	3517643	3518368	-	726	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_I-int 104 2756	chrZ	3587824	3590479	+	2656	12	9	0	5	2	0	0	0	7	0	0	4	2	2
droNovLTR2_LTR 17 677	chrZ	3988836	3989488	+	653	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12c_LTR 7 420	chrZ	4103167	4103582	-	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL9_LTR 40 131	chrZ	4169536	4169633	-	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13b_I 1 2564	chrZ	4179079	4181553	+	2475	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13a_LTR 63 430	chrZ	4197755	4198119	-	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13a_LTR 1 65	chrZ	4199074	4199138	-	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL10_LTR 2 724	chrZ	4247706	4248352	+	647	0	0	0	0	0	0	1	1	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 403 1195	chrZ	4304276	4305071	+	796	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 753 964	chrZ	4334454	4334707	-	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 1 752	chrZ	4334784	4335679	-	896	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ERV3-1_StHa-I 6230 6273	chrZ	4342213	4342256	+	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR2_LTR 502 677	chrZ	4375303	4375462	-	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR2_LTR 1 232	chrZ	4375468	4375675	-	208	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Soprano-Lb_droNov_LTR 1 1161	chrZ	4417191	4418377	-	1187	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12c_LTR 200 421	chrZ	4620127	4620340	-	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 16 1133	chrZ	4643617	4644763	+	1147	3	4	0	0	1	1	1	0	2	3	4	2	4	3
GGLTR11-int 5030 5462	chrZ	4794463	4794878	-	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-2_StHa-I 6533 7013	chrZ	4794545	4795020	-	476	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ERV3-2_StHa-I 6233 6264	chrZ	4795286	4795297	-	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR8.inc 3148 3380	chrZ	4795298	4795530	-	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-2_StHa-I 5903 6232	chrZ	4795531	4795644	-	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR6a-La_lycPyr.inc 5879 6002	chrZ	4843100	4843224	+	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab5-2680.inc 176 932	chrZ	4954639	4955426	+	788	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV2_I-int 3108 4924	chrZ	4955436	4956449	+	1014	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 245 556	chrZ	4958993	4959317	+	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 210 686	chrZ	4980768	4981255	-	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 302 705	chrZ	4981103	4981513	+	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12c_LTR 6 420	chrZ	5000225	5000644	+	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 2 250	chrZ	5000647	5000895	+	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 485 1021	chrZ	5000889	5001419	+	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 1125 3907	chrZ	5001477	5004327	+	2851	0	1	1	0	0	0	0	1	0	3	0	0	0	0
droNovLTRL12b_I 3708 3860	chrZ	5004406	5004558	+	153	1	0	0	1	0	0	0	0	0	0	0	0	0	0
droNovLTRL13a_LTR 1 61	chrZ	5007242	5007292	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13b_I 1 3086	chrZ	5007294	5010347	-	3054	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13a_LTR 1 123	chrZ	5010352	5010473	-	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lb_droNov_LTR 1 483	chrZ	5020457	5020976	+	520	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 640 1161	chrZ	5020997	5021520	+	524	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13b_I 1 1698	chrZ	5061176	5062815	-	1640	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13b_LTR 1 434	chrZ	5062822	5063269	-	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK2a_I 1365 1520	chrZ	5078096	5078242	+	147	0	0	0	0	0	0	0	0	0	1	0	0	0	0
droNovLTRL12b_I 1629 2468	chrZ	5082119	5082949	-	831	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_I 29 938	chrZ	5083093	5084000	-	908	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13a_LTR 5 430	chrZ	5099242	5099648	+	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lb_droNov_LTR 701 889	chrZ	5107921	5108107	-	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lb_droNov_LTR 1 512	chrZ	5108100	5108595	-	496	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR2_LTR 37 204	chrZ	5112701	5112864	-	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK2b_I 3164 3323	chrZ	5143040	5143198	-	159	22	5	10	23	11	3	0	0	0	1	0	0	0	0
ERV2-15_PMaj-I 3505 4443	chrZ	5143578	5144517	-	940	0	3	2	1	0	0	0	0	0	0	0	0	0	0
TguERVK9_I-int 3436 4250	chrZ	5143705	5144518	-	814	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL10_LTR 82 539	chrZ	5176514	5176967	+	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL10_LTR 414 926	chrZ	5176960	5177471	+	512	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 298 627	chrZ	5178943	5179285	-	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK4_LTR 1 76	chrZ	5179973	5180048	+	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK2b_I 2676 3418	chrZ	5180051	5180790	+	740	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13a_LTR 1 369	chrZ	5186339	5186701	-	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL3_LTR 733 849	chrZ	5209404	5209520	-	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-3_StHa-I 4305 4426	chrZ	5314981	5315098	+	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL10_LTR 2 551	chrZ	5342402	5342937	+	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL10_LTR 861 926	chrZ	5342929	5342994	+	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn5-490 4026 4090	chrZ	5345202	5345266	+	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL10_LTR 371 901	chrZ	5345531	5346064	+	534	0	0	0	0	0	0	0	0	0	0	1	0	0	0
droNovLTRL2_LTR 848 1318	chrZ	5346837	5347317	+	481	0	0	0	0	0	0	0	0	0	0	1	0	0	0
droNovLTR5_LTR 132 828	chrZ	5399905	5400590	+	686	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 881 1286	chrZ	5697235	5697684	-	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 881 1026	chrZ	5697835	5697901	-	67	0	0	0	0	0	0	0	0	0	0	0	0	1	0
droNovLTRL2_LTR 539 891	chrZ	5698004	5698343	-	340	0	0	0	0	0	0	1	0	0	0	0	0	0	0
droNovLTR3_LTR 948 1029	chrZ	5778591	5778670	-	80	0	0	0	0	0	0	0	0	0	2	0	0	0	0
droNovLTRL5_LTR 4 768	chrZ	5827859	5828590	+	732	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV1-4_Crp-Lb_ptiPar-int 1 33	chrZ	5869718	5869756	-	39	3	1	5	1	5	4	2	1	2	0	0	1	1	2
GGERVK1-int 3401 3434	chrZ	6045544	6045579	-	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn6-2469.inc 1334 1386	chrZ	6073700	6073748	-	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVL2a2_LTR_L_Ucy 203 254	chrZ	6535110	6535161	+	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 39 201	chrZ	6846281	6846454	-	174	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 313 575	chrZ	6848457	6848752	-	296	0	0	0	0	0	1	0	1	0	0	0	0	0	0
droNov6-11052.inc 1496 2285	chrZ	6857437	6858162	-	726	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov6-11052.inc 461 1481	chrZ	6858213	6859213	-	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	1
droNovLTRL2_LTR 1197 1318	chrZ	7103788	7103912	-	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 124 726	chrZ	7103915	7104488	-	574	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-La_droNov_LTR 221 862	chrZ	7158955	7159622	-	668	0	0	0	2	1	0	2	0	2	0	0	1	47	0
droNovLTR8.inc 4297 4569	chrZ	7159404	7159671	-	268	0	0	0	1	0	0	0	0	0	0	0	0	12	0
droNovLTR2_LTR 359 673	chrZ	7178982	7179284	+	303	1	7	1	0	1	0	1	0	0	0	0	0	3	3
droNovLTR3_LTR 1 295	chrZ	7394226	7394237	+	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 296 551	chrZ	7394630	7394793	+	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 239 578	chrZ	7428776	7429145	+	370	0	0	0	1	1	0	0	0	0	0	0	0	0	0
